,site,crit,browser,i,lt,fp,fcp,e
64_0_0,adobe,0,chrome,0,4160,2521.5,2521.5,10.019037035500002
64_0_1,adobe,0,chrome,1,3842,2466,2466,13.2085150765
64_0_2,adobe,0,chrome,2,4353,2536.2,2536.2,5.193563867
64_0_3,adobe,0,chrome,3,4542,2483.4,2483.4,9.623238170000002
64_0_4,adobe,0,chrome,4,4169,2552.2,2552.2,11.0049993945
64_0_5,adobe,0,chrome,5,4237,2497.4,2497.4,11.758554831499998
64_0_6,adobe,0,chrome,6,4867,3997.4,3997.4,7.964157579
64_0_7,adobe,0,chrome,7,4411,2444.5,2444.5,8.7117364275
64_0_8,adobe,0,chrome,8,4320,2541.4,2541.4,4.85014514
64_0_9,adobe,0,chrome,9,3946,2378.5,2378.5,9.729111669
64_1_0,adobe,0,firefox,0,3441,415.3,3226,14.929349191
64_1_1,adobe,0,firefox,1,4245,1836.8,4028,17.0595794955
64_1_2,adobe,0,firefox,2,3472,817.5,2923,15.176814553
64_1_3,adobe,0,firefox,3,4366,1056.6,4174,21.6230175545
64_1_4,adobe,0,firefox,4,4231,805.3,4030,15.340083866000002
64_1_5,adobe,0,firefox,5,3478,1083.2,3294,13.08634977
64_1_6,adobe,0,firefox,6,4237,1386.1,3696,11.340261538
64_1_7,adobe,0,firefox,7,3851,1144.3,3209,14.581632099499997
64_1_8,adobe,0,firefox,8,3955,698.8,3785,8.0408809945
64_1_9,adobe,0,firefox,9,3457,892,3253,12.8779178025
65_0_0,npr,1,chrome,0,1880,375.3,2392.4,17.0768546925
65_0_1,npr,1,chrome,1,1905,392,2030.7,24.6254923585
65_0_2,npr,1,chrome,2,1861,360.8,2341.6,15.3816145285
65_0_3,npr,1,chrome,3,1890,374.3,2363.6,20.888327464
65_0_4,npr,1,chrome,4,1857,361.6,2369.6,26.590418019
65_0_5,npr,1,chrome,5,1951,384.7,2083.7,23.7680222315
65_0_6,npr,1,chrome,6,1861,350.9,2379,22.139453061500003
65_0_7,npr,1,chrome,7,1880,315,2000.1,19.238203378
65_0_8,npr,1,chrome,8,1860,329.5,2329.2,23.2186037315
65_0_9,npr,1,chrome,9,1867,330.2,2370.5,26.3150185455
65_1_0,npr,1,firefox,0,2781,1055.7,2531,33.336139614000004
65_1_1,npr,1,firefox,1,3405,1291.1,3150,29.876800889500004
65_1_2,npr,1,firefox,2,2675,1122.5,2424,10.452439525
65_1_3,npr,1,firefox,3,2701,779.2,2445,35.441105413
65_1_4,npr,1,firefox,4,3324,596,3070,26.413714807500003
65_1_5,npr,1,firefox,5,3454,1233.5,3189,23.03621506
65_1_6,npr,1,firefox,6,3276,938.2,3039,29.7135017575
65_1_7,npr,1,firefox,7,2666,905.3,2430,38.288721848
65_1_8,npr,1,firefox,8,3398,2783.2,2794,24.45868926950001
65_1_9,npr,1,firefox,9,2682,1132.3,2459,39.556900394
66_0_0,github,0,chrome,0,1900,1504.1,1504.1,43.4493616645
66_0_1,github,0,chrome,1,1955,1836.8,1836.8,40.27051827499999
66_0_2,github,0,chrome,2,1737,1736.7,1736.7,37.88711053350001
66_0_3,github,0,chrome,3,1919,1800.5,1800.5,45.467216077
66_0_4,github,0,chrome,4,1925,2125.9,2125.9,27.592112329
66_0_5,github,0,chrome,5,1914,1781.3,1781.3,43.8645151545
66_0_6,github,0,chrome,6,1750,1770.1,1770.1,40.577306083
66_0_7,github,0,chrome,7,2199,2456.9,2456.9,46.9717128215
66_0_8,github,0,chrome,8,3125,2937.2,2937.2,50.01059980499999
66_0_9,github,0,chrome,9,1657,1730.3,1730.3,43.8910955815
66_1_0,github,0,firefox,0,3484,1066,2119,19.6911219675
66_1_1,github,0,firefox,1,2474,757.6,1159,49.0483807595
66_1_2,github,0,firefox,2,2435,941,1130,27.230785077999997
66_1_3,github,0,firefox,3,2507,1836.1,2125,28.53310216
66_1_4,github,0,firefox,4,2462,1272.4,1077,8.619219212499997
66_1_5,github,0,firefox,5,2517,1770.1,1143,33.47883825500001
66_1_6,github,0,firefox,6,1791,1185.7,1309,37.43361799099999
66_1_7,github,0,firefox,7,2226,1495,1530,24.0192337205
66_1_8,github,0,firefox,8,1272,1909.6,892,14.490151975000002
66_1_9,github,0,firefox,9,2392,1367.7,1071,46.092940849
67_0_0,adsrvr,1,chrome,0,477,525,525,7.3074788365
67_0_1,adsrvr,1,chrome,1,506,563.1,563.1,4.148738685500001
67_0_2,adsrvr,1,chrome,2,471,505.7,505.7,3.507795634499999
67_0_3,adsrvr,1,chrome,3,479,454.2,454.2,2.369091414
67_0_4,adsrvr,1,chrome,4,634,717,717,5.2107679465
67_0_5,adsrvr,1,chrome,5,475,509.4,509.4,1.102899492
67_0_6,adsrvr,1,chrome,6,467,485.5,485.5,3.330984104
67_0_7,adsrvr,1,chrome,7,474,531.6,531.6,8.1548951555
67_0_8,adsrvr,1,chrome,8,475,491.8,491.8,2.2249913055
67_0_9,adsrvr,1,chrome,9,471,498.1,498.1,4.696940274500001
67_1_0,adsrvr,1,firefox,0,413,360.8,203,6.767776227
67_1_1,adsrvr,1,firefox,1,355,374.3,175,11.348745958
67_1_2,adsrvr,1,firefox,2,367,1033.9,191,6.2135145315
67_1_3,adsrvr,1,firefox,3,401,509.4,230,8.979070053000001
67_1_4,adsrvr,1,firefox,4,322,1272.4,179,13.414278086
67_1_5,adsrvr,1,firefox,5,459,916.8,274,6.050367261
67_1_6,adsrvr,1,firefox,6,583,1874.6,327,14.2353480145
67_1_7,adsrvr,1,firefox,7,636,1495,384,5.219251253
67_1_8,adsrvr,1,firefox,8,320,1730.3,170,5.674701654999999
67_1_9,adsrvr,1,firefox,9,345,640.8,152,10.37714614
68_0_0,cnblogs,0,chrome,0,1105,1188.7,1188.7,6.1377420035
68_0_1,cnblogs,0,chrome,1,1052,1138.5,1138.5,6.4994154355
68_0_2,cnblogs,0,chrome,2,980,1071.7,1071.7,4.563161925000001
68_0_3,cnblogs,0,chrome,3,1048,1032.5,1032.5,5.559509891
68_0_4,cnblogs,0,chrome,4,911,901,901,8.6708876665
68_0_5,cnblogs,0,chrome,5,938,1010.4,1010.4,7.0315100500000005
68_0_6,cnblogs,0,chrome,6,1053,1135.1,1135.1,1.7294234730000002
68_0_7,cnblogs,0,chrome,7,1800,1911.7,1911.7,6.429575596499999
68_0_8,cnblogs,0,chrome,8,971,955.7,955.7,7.720712603500001
68_0_9,cnblogs,0,chrome,9,939,1023.1,1023.1,6.6302161695
68_1_0,cnblogs,0,firefox,0,1083,1051.8,889,10.281712912999998
68_1_1,cnblogs,0,firefox,1,908,631.2,894,11.76187669
68_1_2,cnblogs,0,firefox,2,1097,687,917,10.6763368375
68_1_3,cnblogs,0,firefox,3,789,618.8,600,11.431686136000003
68_1_4,cnblogs,0,firefox,4,871,1213.1,714,10.818230956
68_1_5,cnblogs,0,firefox,5,856,1315.8,694,10.3679688265
68_1_6,cnblogs,0,firefox,6,1121,3448.2,938,13.623297751
68_1_7,cnblogs,0,firefox,7,1826,1495,1431,11.958352055500002
68_1_8,cnblogs,0,firefox,8,807,1215.8,620,9.539335608
68_1_9,cnblogs,0,firefox,9,891,1702.8,724,12.861679322500002
69_0_0,loc,1,chrome,0,4269,1081.7,1081.7,15.8223339135
69_0_1,loc,1,chrome,1,4369,1166.7,1166.7,9.4764967
69_0_2,loc,1,chrome,2,4362,1187.5,1187.5,4.3942937155
69_0_3,loc,1,chrome,3,4338,1157.9,1157.9,7.782506510500001
69_0_4,loc,1,chrome,4,4359,1284.2,1284.2,9.7836371455
69_0_5,loc,1,chrome,5,4318,1164.9,1164.9,8.104098470500002
69_0_6,loc,1,chrome,6,4323,1111.6,1111.6,12.0348472735
69_0_7,loc,1,chrome,7,4241,1015.1,1015.1,1.6978869705
69_0_8,loc,1,chrome,8,4290,1118.9,1118.9,6.93844758
69_0_9,loc,1,chrome,9,4276,1123.8,1123.8,7.937317853
69_1_0,loc,1,firefox,0,4327,1423.4,864,19.7644289465
69_1_1,loc,1,firefox,1,2833,570.9,904,8.7936174005
69_1_2,loc,1,firefox,2,4373,876.3,899,16.333522432000002
69_1_3,loc,1,firefox,3,4281,640.4,726,7.5347942505
69_1_4,loc,1,firefox,4,4429,1790.8,983,9.1228797155
69_1_5,loc,1,firefox,5,4378,1007.8,872,12.559602379
69_1_6,loc,1,firefox,6,3978,1354.4,1765,15.560392083999998
69_1_7,loc,1,firefox,7,5380,623.3,1781,9.057764139
69_1_8,loc,1,firefox,8,4383,369.3,863,22.0204083505
69_1_9,loc,1,firefox,9,4963,2783.2,1530,18.412927434499995
70_0_0,moodle,1,chrome,0,1107,1205.5,1205.5,13.1772646195
70_0_1,moodle,1,chrome,1,1148,1258.5,1258.5,6.392547087
70_0_2,moodle,1,chrome,2,1150,1187.1,1187.1,7.9743509025
70_0_3,moodle,1,chrome,3,1107,1181.3,1181.3,8.343782295
70_0_4,moodle,1,chrome,4,1102,1184.9,1184.9,8.135550081000002
70_0_5,moodle,1,chrome,5,1101,1229.3,1229.3,8.366951215999999
70_0_6,moodle,1,chrome,6,2416,2487.1,2487.1,7.376766086
70_0_7,moodle,1,chrome,7,1045,1132.3,1132.3,5.1604896945
70_0_8,moodle,1,chrome,8,1137,1232.2,1232.2,5.5199698505
70_0_9,moodle,1,chrome,9,1190,1244.8,1244.8,7.627459401499999
70_1_0,moodle,1,firefox,0,1172,902,1055,10.494931309000002
70_1_1,moodle,1,firefox,1,1548,869.3,1444,19.714150659
70_1_2,moodle,1,firefox,2,1157,1121.8,1018,15.4555109245
70_1_3,moodle,1,firefox,3,1339,505.7,1185,10.715939420000002
70_1_4,moodle,1,firefox,4,1358,1626.9,1239,13.7039149615
70_1_5,moodle,1,firefox,5,1326,900.3,1184,7.298144585999999
70_1_6,moodle,1,firefox,6,2178,1495,1773,12.032036907999997
70_1_7,moodle,1,firefox,7,1185,2541.4,1068,19.8157504045
70_1_8,moodle,1,firefox,8,1311,574.3,1198,13.882716681000002
70_1_9,moodle,1,firefox,9,1269,1463.2,1113,15.9496358335
71_0_0,moodle,0,chrome,0,1867,2014.8,2014.8,8.8896316715
71_0_1,moodle,0,chrome,1,1919,2062.1,2062.1,5.226340942999999
71_0_2,moodle,0,chrome,2,1924,2059.9,2059.9,4.658905704
71_0_3,moodle,0,chrome,3,1935,2069.2,2069.2,3.1557523965000005
71_0_4,moodle,0,chrome,4,1890,2043.3,2043.3,6.982073225000001
71_0_5,moodle,0,chrome,5,1842,1995.2,1995.2,10.985719924
71_0_6,moodle,0,chrome,6,1929,2070.5,2070.5,7.859161986000002
71_0_7,moodle,0,chrome,7,1824,2053.8,2053.8,1.0145350115
71_0_8,moodle,0,chrome,8,2518,2756.1,2756.1,6.900659327
71_0_9,moodle,0,chrome,9,1743,1909.6,1909.6,2.3302292490000003
71_1_0,moodle,0,firefox,0,1967,1187.4,1844,8.6289402015
71_1_1,moodle,0,firefox,1,1857,1033.2,1274,15.239525390000004
71_1_2,moodle,0,firefox,2,1912,981.1,1754,10.496348235
71_1_3,moodle,0,firefox,3,1809,1120.5,1715,8.2205463375
71_1_4,moodle,0,firefox,4,1853,638,1768,9.2778877215
71_1_5,moodle,0,firefox,5,1907,1039.8,1775,11.915930147499996
71_1_6,moodle,0,firefox,6,1963,1007.8,1823,16.689873917
71_1_7,moodle,0,firefox,7,1746,794.8,1634,14.6830217465
71_1_8,moodle,0,firefox,8,1885,385.7,1720,9.1511013695
71_1_9,moodle,0,firefox,9,1834,1390.2,1694,8.151965072999998
72_0_0,lencr,0,chrome,0,517,863.8,863.8,5.3338031375
72_0_1,lencr,0,chrome,1,372,708.7,708.7,2.656698794
72_0_2,lencr,0,chrome,2,368,713.2,713.2,2.1890932764999995
72_0_3,lencr,0,chrome,3,398,728.5,728.5,5.137119840000001
72_0_4,lencr,0,chrome,4,805,1191,1191,8.063702876
72_0_5,lencr,0,chrome,5,971,1397.4,1397.4,2.6795675875
72_0_6,lencr,0,chrome,6,356,674.8,674.8,4.3374095875
72_0_7,lencr,0,chrome,7,382,736,736,2.500547092
72_0_8,lencr,0,chrome,8,380,729.9,729.9,4.0419977705
72_0_9,lencr,0,chrome,9,386,734.8,734.8,0.5896739584999999
72_1_0,lencr,0,firefox,0,344,2490.8,339,9.962300202
72_1_1,lencr,0,firefox,1,403,1268.4,351,11.183042926
72_1_2,lencr,0,firefox,2,299,763.6,287,8.596838986000002
72_1_3,lencr,0,firefox,3,311,940.9,266,6.2242914775
72_1_4,lencr,0,firefox,4,286,862.2,293,8.643993327499995
72_1_5,lencr,0,firefox,5,300,623.3,243,4.2358331165
72_1_6,lencr,0,firefox,6,304,1123.5,260,8.5438165835
72_1_7,lencr,0,firefox,7,311,1506.4,301,6.2183487415
72_1_8,lencr,0,firefox,8,320,1132.3,263,4.5508344705
72_1_9,lencr,0,firefox,9,327,2197.6,267,12.317498037999997
73_0_0,apple,1,chrome,0,1430,983.5,1134.8,14.877551046
73_0_1,apple,1,chrome,1,1499,924.2,1073.9,9.6315669105
73_0_2,apple,1,chrome,2,1439,945.6,1086.1,11.109712195500002
73_0_3,apple,1,chrome,3,1485,779.2,1094.1,13.841265840000002
73_0_4,apple,1,chrome,4,1446,1008.2,1129.8,13.1739484835
73_0_5,apple,1,chrome,5,1481,841.8,1102.9,11.94597479
73_0_6,apple,1,chrome,6,2428,1687.1,1708.3,7.5432669035
73_0_7,apple,1,chrome,7,3079,1923.7,1973.4,12.093198923
73_0_8,apple,1,chrome,8,2423,1744.8,1770.1,13.479234085999998
73_0_9,apple,1,chrome,9,1405,1051.3,1184.8,11.5160824365
73_1_0,apple,1,firefox,0,1616,1333.9,1085,30.920611677
73_1_1,apple,1,firefox,1,1649,2280,1102,29.455034146000003
73_1_2,apple,1,firefox,2,1360,1790.8,877,30.284085391
73_1_3,apple,1,firefox,3,1517,1312.5,916,31.7367956185
73_1_4,apple,1,firefox,4,3441,1915.8,1815,26.914717181
73_1_5,apple,1,firefox,5,1544,790.2,1304,33.652552192
73_1_6,apple,1,firefox,6,1595,756.6,1113,30.0577647975
73_1_7,apple,1,firefox,7,1615,1499,1352,34.401099524
73_1_8,apple,1,firefox,8,1582,718,1021,33.9991556115
73_1_9,apple,1,firefox,9,1550,991.5,1005,27.128173534
74_0_0,bestbuy,1,chrome,0,857,394.7,394.7,5.5170463625
74_0_1,bestbuy,1,chrome,1,807,359.5,359.5,1.7601609400000002
74_0_2,bestbuy,1,chrome,2,887,516,516,5.912325274
74_0_3,bestbuy,1,chrome,3,855,362.9,363,2.6144550675
74_0_4,bestbuy,1,chrome,4,869,517.1,517.1,7.1360605145000005
74_0_5,bestbuy,1,chrome,5,852,384.3,384.3,5.725424403
74_0_6,bestbuy,1,chrome,6,882,401.9,401.9,3.445081344
74_0_7,bestbuy,1,chrome,7,878,396.8,396.8,6.505558528
74_0_8,bestbuy,1,chrome,8,847,385.7,385.7,4.315084145
74_0_9,bestbuy,1,chrome,9,949,498,498,8.973878642999999
74_1_0,bestbuy,1,firefox,0,925,581.6,184,8.9236821095
74_1_1,bestbuy,1,firefox,1,1721,1003.5,167,9.405213543
74_1_2,bestbuy,1,firefox,2,825,1411.4,207,6.4006600615
74_1_3,bestbuy,1,firefox,3,927,771.6,228,15.239866372
74_1_4,bestbuy,1,firefox,4,1251,1462.4,389,8.357492816499999
74_1_5,bestbuy,1,firefox,5,960,1333.9,213,9.760617132499998
74_1_6,,,,,,,,4.2834526
74_1_7,,,,,,,,5.674114779
74_1_8,,,,,,,,8.357733292499999
74_1_9,,,,,,,,8.896080942500003
75_0_0,xnxx,1,chrome,0,1302,888.9,888.9,18.7804640675
75_0_1,xnxx,1,chrome,1,1251,847.1,847.1,15.214659451
75_0_2,xnxx,1,chrome,2,1238,838.6,838.6,17.424034570499995
75_0_3,xnxx,1,chrome,3,1326,931.5,931.5,25.132681084
75_0_4,xnxx,1,chrome,4,1342,864.6,864.6,25.205144708
75_0_5,xnxx,1,chrome,5,1337,851.2,851.2,11.0289795475
75_0_6,xnxx,1,chrome,6,1262,872.4,872.4,18.9283192175
75_0_7,xnxx,1,chrome,7,2902,1494.9,1494.9,10.7629857995
75_0_8,xnxx,1,chrome,8,1384,926.4,926.4,20.7982804745
75_0_9,xnxx,1,chrome,9,1319,928.5,928.5,23.937515915500004
75_1_0,xnxx,1,firefox,0,1130,1082.7,995,87.4433511215
75_1_1,xnxx,1,firefox,1,1142,757.6,998,86.86448641850001
75_1_2,xnxx,1,firefox,2,1259,4995.5,1080,91.5474936975
75_1_3,xnxx,1,firefox,3,1097,2084.7,965,87.76145545099997
75_1_4,xnxx,1,firefox,4,1150,1193.7,1016,83.3708279215
75_1_5,xnxx,1,firefox,5,982,1233.5,863,73.50850729849999
75_1_6,xnxx,1,firefox,6,964,728.5,828,66.8343834925
75_1_7,xnxx,1,firefox,7,1071,1386.1,951,78.168395688
75_1_8,xnxx,1,firefox,8,1094,736,961,52.372788617000005
75_1_9,xnxx,1,firefox,9,1143,1338.4,1005,72.84840759
76_0_0,zerodha,1,chrome,0,526,603.8,603.8,4.0794421885
76_0_1,zerodha,1,chrome,1,596,672.9,672.9,4.347054022500001
76_0_2,zerodha,1,chrome,2,525,612.6,612.6,2.363138911
76_0_3,zerodha,1,chrome,3,548,631.2,631.2,4.815112067
76_0_4,zerodha,1,chrome,4,528,608.2,608.2,6.360036591000001
76_0_5,zerodha,1,chrome,5,980,1049,1049,2.7961629070000003
76_0_6,zerodha,1,chrome,6,544,623.3,623.3,6.979097216500001
76_0_7,zerodha,1,chrome,7,525,618.8,618.8,2.9169171144999995
76_0_8,zerodha,1,chrome,8,544,623.4,623.4,6.634045910499999
76_0_9,zerodha,1,chrome,9,532,618.2,618.2,3.6234402845
76_1_0,zerodha,1,firefox,0,526,1714.3,419,7.6782835915
76_1_1,zerodha,1,firefox,1,489,1781.3,402,13.069484848499998
76_1_2,zerodha,1,firefox,2,452,1506.4,390,8.021775377
76_1_3,zerodha,1,firefox,3,582,0,481,5.543190712
76_1_4,zerodha,1,firefox,4,435,1144.3,335,6.836570269500001
76_1_5,zerodha,1,firefox,5,515,1220.5,394,10.800913318999996
76_1_6,zerodha,1,firefox,6,525,1275.5,417,7.7077527345
76_1_7,zerodha,1,firefox,7,469,1570.4,397,6.913151573
76_1_8,zerodha,1,firefox,8,454,975.6,353,13.653068463499997
76_1_9,zerodha,1,firefox,9,429,392.3,332,4.5940638620000005
77_0_0,opendns,0,chrome,0,1194,1180.8,1180.8,13.162082374
77_0_1,opendns,0,chrome,1,1189,1163,1163,10.402965518
77_0_2,opendns,0,chrome,2,1226,1215.6,1215.6,8.311105322
77_0_3,opendns,0,chrome,3,1173,1067.2,1067.2,5.0341200405
77_0_4,opendns,0,chrome,4,1208,1181.2,1181.2,7.299317552999999
77_0_5,opendns,0,chrome,5,1193,1102.8,1102.8,7.6084741725
77_0_6,opendns,0,chrome,6,1193,1161.6,1161.6,9.726431175999998
77_0_7,opendns,0,chrome,7,1210,1240.5,1240.5,7.804160070500001
77_0_8,opendns,0,chrome,8,1241,1283,1283,10.0752133535
77_0_9,opendns,0,chrome,9,1217,1187.9,1187.9,8.684080078
77_1_0,opendns,0,firefox,0,1483,647.2,1297,13.377127670500002
77_1_1,opendns,0,firefox,1,1503,1055.7,1365,9.758131624
77_1_2,opendns,0,firefox,2,1483,640.4,1286,15.764438173499997
77_1_3,opendns,0,firefox,3,1532,374.3,1390,11.540246730000002
77_1_4,opendns,0,firefox,4,1504,605,1391,9.8172715
77_1_5,opendns,0,firefox,5,1478,940.6,1324,10.9021059075
77_1_6,opendns,0,firefox,6,1537,1276.9,1355,10.8832212575
77_1_7,opendns,0,firefox,7,1512,1422.5,1312,11.576528332
77_1_8,opendns,0,firefox,8,1523,1056.6,1341,13.570737643
77_1_9,opendns,0,firefox,9,1502,1261.8,1350,13.7267483515
78_0_0,,,,,,,,1.5499322784999998
78_0_1,,,,,,,,6.407830378500001
78_0_2,,,,,,,,12.020105566000002
78_0_3,,,,,,,,10.460518456
78_0_4,,,,,,,,6.3864767790000005
78_0_5,,,,,,,,13.204882215999998
78_0_6,,,,,,,,13.5771416295
78_0_7,,,,,,,,7.842914683
78_0_8,,,,,,,,12.542620346
78_0_9,,,,,,,,10.843124145
78_1_0,,,,,,,,15.249719704499997
78_1_1,,,,,,,,21.652757787
78_1_2,,,,,,,,13.4915622445
78_1_3,,,,,,,,15.1564373455
78_1_4,,,,,,,,18.542010114
78_1_5,,,,,,,,19.2567122675
78_1_6,,,,,,,,15.321337855999996
78_1_7,,,,,,,,12.9372844945
78_1_8,,,,,,,,24.420362579
78_1_9,,,,,,,,18.123315607
79_0_0,live,0,chrome,0,498,1272.2,1272.2,7.567999917000002
79_0_1,live,0,chrome,1,529,1310.8,1310.8,7.41069128
79_0_2,live,0,chrome,2,554,1325.6,1325.6,9.22891607
79_0_3,live,0,chrome,3,517,1358.2,1358.2,8.2922826655
79_0_4,live,0,chrome,4,494,1276.9,1276.9,8.1478772905
79_0_5,live,0,chrome,5,531,1385.7,1385.7,12.189646062
79_0_6,live,0,chrome,6,515,1374.5,1374.5,10.198583671500002
79_0_7,live,0,chrome,7,485,1264.7,1264.7,7.205498147
79_0_8,live,0,chrome,8,494,1390.2,1390.2,6.794269023000001
79_0_9,live,0,chrome,9,547,1338.4,1338.4,1.458412099
79_1_0,live,0,firefox,0,433,500.3,423,20.875494732
79_1_1,live,0,firefox,1,482,2536.2,466,13.8275620765
79_1_2,live,0,firefox,2,453,419.3,451,11.4499952085
79_1_3,live,0,firefox,3,369,605,352,18.7132017975
79_1_4,live,0,firefox,4,485,2084.7,483,9.8406478885
79_1_5,live,0,firefox,5,431,825,413,9.596661571
79_1_6,live,0,firefox,6,543,1373.9,525,11.7471819035
79_1_7,live,0,firefox,7,803,751.4,794,15.8504763335
79_1_8,live,0,firefox,8,453,674.7,444,20.3928713165
79_1_9,live,0,firefox,9,442,733.3,438,16.764941496000002
80_0_0,bestbuy,0,chrome,0,909,379.6,379.7,5.025501367
80_0_1,bestbuy,0,chrome,1,878,419.3,419.4,6.021554172000004
80_0_2,bestbuy,0,chrome,2,864,388.6,388.6,6.2115254335
80_0_3,bestbuy,0,chrome,3,839,388.8,388.8,3.442253218999999
80_0_4,bestbuy,0,chrome,4,1908,1586.3,1586.3,3.337782147
80_0_5,bestbuy,0,chrome,5,822,357,357,6.013906984000001
80_0_6,bestbuy,0,chrome,6,880,388.2,388.2,1.730491308
80_0_7,bestbuy,0,chrome,7,1278,740.4,740.4,3.4458794545
80_0_8,bestbuy,0,chrome,8,851,360.9,360.9,1.3079685945
80_0_9,bestbuy,0,chrome,9,893,415.6,415.6,3.6940767445
80_1_0,bestbuy,0,firefox,0,833,1082.7,192,15.9527451865
80_1_1,bestbuy,0,firefox,1,1088,698.3,282,2.8324285815
80_1_2,bestbuy,0,firefox,2,835,1840.3,168,9.770407573500002
80_1_3,bestbuy,0,firefox,3,827,1563.4,222,12.077977603500004
80_1_4,bestbuy,0,firefox,4,811,932.6,188,6.537007239
80_1_5,bestbuy,0,firefox,5,810,902,224,13.4370890275
80_1_6,bestbuy,0,firefox,6,821,1411.4,157,12.1602251565
80_1_7,bestbuy,0,firefox,7,1390,1532.8,534,7.3795995765
80_1_8,bestbuy,0,firefox,8,790,674.7,151,8.3223399305
80_1_9,bestbuy,0,firefox,9,815,770,193,8.971538513499999
81_0_0,zerodha,0,chrome,0,544,638.9,638.9,4.8438905100000005
81_0_1,zerodha,0,chrome,1,541,650.2,650.2,0.0
81_0_2,zerodha,0,chrome,2,579,692.9,692.9,3.7882178035
81_0_3,zerodha,0,chrome,3,566,669.6,669.6,2.945654288500001
81_0_4,zerodha,0,chrome,4,573,682.7,682.7,2.824407056500001
81_0_5,zerodha,0,chrome,5,583,670.3,670.3,3.830180983999999
81_0_6,zerodha,0,chrome,6,519,643.9,643.9,4.143048738
81_0_7,zerodha,0,chrome,7,1006,1135.1,1135.1,6.007224846
81_0_8,zerodha,0,chrome,8,620,740.1,740.1,7.4152472685
81_0_9,zerodha,0,chrome,9,538,643.4,643.4,4.777731028499999
81_1_0,zerodha,0,firefox,0,496,683.1,401,8.799051877500002
81_1_1,zerodha,0,firefox,1,498,400.1,440,6.874149882
81_1_2,zerodha,0,firefox,2,525,412.9,420,7.498620938500001
81_1_3,zerodha,0,firefox,3,473,1282.4,377,5.448568452
81_1_4,zerodha,0,firefox,4,485,672.2,391,10.091205793
81_1_5,zerodha,0,firefox,5,485,672.2,292,12.769738191999998
81_1_6,zerodha,0,firefox,6,485,791.1,390,9.289831756
81_1_7,zerodha,0,firefox,7,870,1687.1,651,7.853399578999999
81_1_8,zerodha,0,firefox,8,527,946.4,424,5.121320986500001
81_1_9,zerodha,0,firefox,9,523,694,409,5.690657960499999
82_0_0,fda,0,chrome,0,1067,1055.7,1055.7,4.0679888185
82_0_1,fda,0,chrome,1,1107,1120.5,1120.5,3.109905743999999
82_0_2,fda,0,chrome,2,1341,1337.9,1337.9,7.178590204499999
82_0_3,fda,0,chrome,3,946,1328.8,1328.8,4.4819338915
82_0_4,fda,0,chrome,4,1254,1283.6,1283.6,5.12796192
82_0_5,fda,0,chrome,5,1689,1661.3,1661.3,6.164619042999998
82_0_6,fda,0,chrome,6,1305,1337.6,1337.6,4.033923413
82_0_7,fda,0,chrome,7,1273,1317.1,1317.1,3.068435535500001
82_0_8,fda,0,chrome,8,939,1214.2,1214.2,6.108830576500001
82_0_9,fda,0,chrome,9,1255,1285.2,1285.2,6.432636641500001
82_1_0,fda,0,firefox,0,1079,500.3,916,9.3492755245
82_1_1,fda,0,firefox,1,1046,1306.1,873,14.384361929
82_1_2,fda,0,firefox,2,1069,570.9,915,11.050744879000003
82_1_3,fda,0,firefox,3,1115,1191.8,960,6.8442622835
82_1_4,fda,0,firefox,4,1181,1135.1,1005,6.69253614
82_1_5,fda,0,firefox,5,1106,559.5,947,9.6836317035
82_1_6,fda,0,firefox,6,1034,975.6,871,13.414000991
82_1_7,fda,0,firefox,7,1020,1232.2,1004,8.392608437
82_1_8,fda,0,firefox,8,1104,743.2,937,11.416289757
82_1_9,fda,0,firefox,9,1076,779.7,905,16.447021971999998
83_0_0,asos,1,chrome,0,3070,941,941,25.1011583615
83_0_1,asos,1,chrome,1,3025,884,884,15.812884197
83_0_2,asos,1,chrome,2,3261,973.5,973.5,19.848064156000003
83_0_3,asos,1,chrome,3,3090,995.4,995.4,8.818459372
83_0_4,asos,1,chrome,4,3148,905.3,905.3,20.582850991
83_0_5,asos,1,chrome,5,3145,873,873,6.691073875499999
83_0_6,asos,1,chrome,6,3269,949.1,949.1,12.951281837000002
83_0_7,asos,1,chrome,7,3056,967.4,967.4,17.783852012
83_0_8,asos,1,chrome,8,3741,989.6,989.6,17.6188674885
83_0_9,asos,1,chrome,9,3064,933.6,933.6,17.099202552999998
83_1_0,asos,1,firefox,0,3357,1082.7,1170,29.473736514
83_1_1,asos,1,firefox,1,6810,360.8,1133,19.400982573499995
83_1_2,asos,1,firefox,2,3175,1451.1,1182,35.160981384
83_1_3,asos,1,firefox,3,4396,1468,1096,21.6538886655
83_1_4,asos,1,firefox,4,3357,864.6,1285,18.9806848655
83_1_5,asos,1,firefox,5,3366,766.3,1212,31.053266259
83_1_6,asos,1,firefox,6,3470,1221.5,1305,39.176838641
83_1_7,asos,1,firefox,7,6353,1135.1,1659,24.466773136499995
83_1_8,asos,1,firefox,8,3017,0,1233,31.83470666300001
83_1_9,asos,1,firefox,9,3375,813.7,1297,20.893647045500003
84_0_0,cnblogs,1,chrome,0,1094,1180.5,1180.5,6.1297503225
84_0_1,cnblogs,1,chrome,1,1080,1154.7,1154.7,5.693419691500001
84_0_2,cnblogs,1,chrome,2,942,1020.7,1020.7,7.907402654
